url	category_slug	category_name	title	title_chars
/artikel/hantaran-mas-kahwin/hantaran-wajib-atau-adat	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Hantaran wajib atau adat: mana yang boleh ditolak	49
/artikel/hantaran-mas-kahwin/hidden-hantaran	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Hidden hantaran: maksud, sebab ia popular dan cara buat	55
/artikel/hantaran-mas-kahwin/mas-kahwin-ikut-negeri	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Mas kahwin ikut negeri 2026: kadar minimum setiap negeri	56
/artikel/hantaran-mas-kahwin/mas-kahwin-johor	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Mas kahwin Johor 2026: RM22.50 dan asal usul angkanya	53
/artikel/hantaran-mas-kahwin/mas-kahwin-kelantan-terengganu	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Mas kahwin Kelantan dan Terengganu 2026: tiada kadar tetap	58
/artikel/hantaran-mas-kahwin/mas-kahwin-melebihi-kadar-minimum	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Bolehkah mas kahwin melebihi kadar minimum negeri?	50
/artikel/hantaran-mas-kahwin/mas-kahwin-pahang-negeri-sembilan	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Mas kahwin Pahang dan Negeri Sembilan 2026: kadar rasmi	55
/artikel/hantaran-mas-kahwin/mas-kahwin-perak	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Mas kahwin Perak 2026: tiada kadar minimum ditetapkan	53
/artikel/hantaran-mas-kahwin/mas-kahwin-sabah-sarawak	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Mas kahwin Sabah dan Sarawak 2026: tiada kadar tetap	52
/artikel/hantaran-mas-kahwin/nisbah-hantaran	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Nisbah hantaran: maksud dulang berbalas dan asal usulnya	56
/artikel/hantaran-mas-kahwin/persiapan-hantaran-kahwin	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Persiapan hantaran kahwin: jadual lapan minggu	46
/artikel/hantaran-mas-kahwin/sirih-junjung	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Sirih junjung: maksud, cara dibuat dan harganya 2026	52
/artikel/hantaran-mas-kahwin/tempat-beli-hantaran	hantaran-mas-kahwin	Hantaran & Mas Kahwin	Tempat beli barang hantaran: lima jenis kedai	45
/artikel/hiasan-dekorasi/goodies-kahwin	hiasan-dekorasi	Hiasan & Dekorasi	20+ Idea Goodies Kahwin dan Hadiah yang Patut Dielakkan	55
/artikel/idea-dan-nasihat/cara-buat-kad-kahwin-digital	idea-dan-nasihat	Idea dan nasihat	Cara Buat Kad Kahwin Digital Sendiri – Lengkap Dengan Contoh & Template Percuma	79
/artikel/idea-dan-nasihat/dewan-kahwin	idea-dan-nasihat	Idea dan nasihat	10 Dewan Kahwin Murah di Selangor & KL – Sesuai untuk Bajet Bawah RM5,000	73
/artikel/idea-dan-nasihat/garden-wedding	idea-dan-nasihat	Idea dan nasihat	20 Venue Garden Wedding Paling Cantik di Malaysia	49
/artikel/idea-dan-nasihat/hadiah-untuk-pengantin	idea-dan-nasihat	Idea dan nasihat	Hadiah untuk Pengantin Sesuai untuk Semua Bajet – 17 Pilihan	60
/artikel/idea-dan-nasihat/kursus-kahwin	idea-dan-nasihat	Idea dan nasihat	Kursus Kahwin: Panduan Lengkap Daftar, Syarat & Tempat di Seluruh Malaysia	74
/artikel/idea-dan-nasihat/majlis-kahwin	idea-dan-nasihat	Idea dan nasihat	10 Lokasi Majlis Kahwin yang Popular di Shah Alam	49
/artikel/idea-dan-nasihat/pelamin-kahwin-dewan	idea-dan-nasihat	Idea dan nasihat	10 Jenis Venue Dewan Kahwin yang Sesuai untuk Pelamin Gaya Moden	64
/artikel/idea-dan-nasihat/sewa-dewan-kahwin	idea-dan-nasihat	Idea dan nasihat	Checklist Sewa Dewan Kahwin: Apa yang Perlu Ditanya Sebelum Bayar Deposit	73
/artikel/idea-dan-nasihat/tempat-honeymoon-di-malaysia	idea-dan-nasihat	Idea dan nasihat	19 Tempat Honeymoon di Malaysia yang Wajib Masuk Wishlist Pasangan	66
/artikel/idea-dan-nasihat/wedding-planner-terbaik-di-malaysia	idea-dan-nasihat	Idea dan nasihat	14 Wedding Planner Terbaik di Malaysia Pilihan Pengantin Tahun Ini	66
/artikel/minimalis-mewah/the-danna-langkawi	minimalis-mewah	Minimalis Mewah	Majlis Perkahwinan Intim Bertemakan Warna Pastel Tropika di The Danna Langkawi	78
/artikel/moden-kontemporari/jw-marriott-kuala-lumpur	moden-kontemporari	Moden Kontemporari	Perkahwinan Kontemporari Bertema Chinoiserie di JW Marriott Kuala Lumpur	72
/artikel/moden-kontemporari/marriott-putrajaya	moden-kontemporari	Moden Kontemporari	Tema Perkahwinan Monokrom yang Bergaya di Marriott Putrajaya	60
/artikel/moden-kontemporari/perkahwinan-romantis-di-jen-shangri-la-puteri-harbour	moden-kontemporari	Moden Kontemporari	Perkahwinan Romantis di JEN Shangri-La, Puteri Harbour	54
/artikel/moden-kontemporari/sime-darby-convention-centre	moden-kontemporari	Moden Kontemporari	Majlis Perkahwinan Mewah dengan Sentuhan Warna Lembut di Sime Darby Convention Centre	85
/artikel/nikah-undang-undang/borang-nikah	nikah-undang-undang	Nikah & Undang-undang	Borang Nikah: Borang Mana, Isi Apa, Hantar Ke Mana	50
/artikel/nikah-undang-undang/lafaz-taklik	nikah-undang-undang	Nikah & Undang-undang	Lafaz Taklik: Apa Suami Baca Selepas Akad, dan Apa Ertinya	58
/artikel/nikah-undang-undang/rukun-nikah	nikah-undang-undang	Nikah & Undang-undang	Rukun Nikah: 5 Rukun dan Apa Yang Membatalkannya	48
/artikel/nikah-undang-undang/syarat-sah-nikah	nikah-undang-undang	Nikah & Undang-undang	Syarat Sah Nikah: Senarai Penuh Ikut Setiap Pihak	49
/artikel/pantai-santai/perkahwinan-indah-di-laman-fajar-menyinsing-port-dickson	pantai-santai	Pantai Santai	Perkahwinan Indah di Laman Fajar Menyinsing, Port Dickson	57
/artikel/pelamin-kad-cenderahati/bunga-telur	pelamin-kad-cenderahati	Pelamin, Kad & Cenderahati Majlis	Bunga telur: maksud, beza dengan bunga pahar, dan kos	53
/artikel/pelamin-kad-cenderahati/contoh-kad-jemputan-kahwin	pelamin-kad-cenderahati	Pelamin, Kad & Cenderahati Majlis	Contoh kad jemputan kahwin: susunan, ayat dan silap biasa	57
/artikel/pelamin-kad-cenderahati/pelamin	pelamin-kad-cenderahati	Pelamin, Kad & Cenderahati Majlis	Pelamin 2026: jenis, saiz dan apa yang menentukan harga	55
/artikel/real-wedding/cheong-fatt-tze-mansion	real-wedding	Real Wedding	Perkahwinan Pelbagai Budaya di Cheong Fatt Tze Mansion, Ikon Bersejarah Pulau Pinang	84
/artikel/real-wedding/perkahwinan-di-ruma-hotel-kuala-lumpur-dengan-sentuhan-warisan-peranakan	real-wedding	Real Wedding	Perkahwinan di Ruma Hotel Kuala Lumpur Dengan Sentuhan Warisan Peranakan	72
/artikel/real-wedding/perkahwinan-taman-kebun-yang-minimalis-di-hulu-langat	real-wedding	Real Wedding	Perkahwinan Taman Kebun yang Minimalis di Hulu Langat	53
/artikel/real-wedding/sentosa-janda-baik	real-wedding	Real Wedding	Majlis Perkahwinan Penuh Nilai Budaya di Sentosa, Janda Baik dengan Inspirasi Warisan Diraja	92
/artikel/real-wedding/villa-warisan	real-wedding	Real Wedding	Villa Warisan: Majlis Perkahwinan Tradisional di Lokasi Bernuansa Kayu dan Penuh Nilai Warisan	94
/artikel/real-wedding/yasaka-shrine	real-wedding	Real Wedding	Perkahwinan Jepun di Yasaka Shrine & Majlis Resepsi Bertemakan Sakura di Sodoh Higashiyama	90
/artikel/sebelum-nikah/cincin-tunang	sebelum-nikah	Sebelum Nikah: Jodoh, Merisik & Tunang	Cincin Tunang, Nikah dan Merisik: Tiga Cincin, Siapa Beri yang Mana	67
/artikel/sebelum-nikah/doa-majlis-pertunangan	sebelum-nikah	Sebelum Nikah: Jodoh, Merisik & Tunang	Doa Majlis Pertunangan: Apa yang Sebenarnya Dibaca, dan Apa yang Tidak	70
/artikel/sebelum-nikah/taaruf-maksud	sebelum-nikah	Sebelum Nikah: Jodoh, Merisik & Tunang	Taaruf Maksud: Apa Itu Taaruf dan Apa Bezanya dengan Bercinta	61
/artikel/ucapan-doa/doa-majlis-perkahwinan	ucapan-doa	Ucapan, Doa & Adab Majlis	Doa majlis perkahwinan: struktur, tempoh dan siapa baca	55
/artikel/ucapan-doa/doa-pengantin-baru	ucapan-doa	Ucapan, Doa & Adab Majlis	Doa pengantin baru: lafaz penuh, rumi dan maksudnya	51
/artikel/ucapan-doa/skrip-pengacara-majlis-perkahwinan	ucapan-doa	Ucapan, Doa & Adab Majlis	Skrip pengacara majlis perkahwinan: susunan dan lafaz	53
/artikel/ucapan-doa/ucapan-pengantin-baru	ucapan-doa	Ucapan, Doa & Adab Majlis	Ucapan pengantin baru: apa yang ditulis ikut siapa dia	54
/artikel/ucapan-doa/walimatul-urus	ucapan-doa	Ucapan, Doa & Adab Majlis	Walimatul urus: maksud, hukum dan adab jemputan	47
/artikel/venue-perancangan/bajet-kahwin	venue-perancangan	Venue, Kos & Perancangan	Bajet Kahwin 2026: Apa yang Boleh Diharga Tepat, dan Apa yang Tidak	67
/artikel/venue-perancangan/checklist-kahwin	venue-perancangan	Venue, Kos & Perancangan	Checklist Kahwin: Senarai Persediaan 12 Bulan Sebelum Majlis, Ikut Urutan	73
/artikel/venue-perancangan/harga-sewa-dewan-kahwin	venue-perancangan	Venue, Kos & Perancangan	Harga Sewa Dewan Kahwin 2026: Kadar Rasmi Majlis Perbandaran, Bukan Anggaran	76
/artikel/venue-perancangan/pakej-dewan-kahwin	venue-perancangan	Venue, Kos & Perancangan	Pakej Dewan Kahwin: Apa yang Termasuk, dan Apa yang Selalu Tak Termasuk	71
