1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/mas-kahwin-johor
0	0	https://hellokahwin.com/artikel/nikah-undang-undang/syarat-sah-nikah
0	0	https://hellokahwin.com/artikel/ucapan-doa/walimatul-urus
0	0	https://hellokahwin.com/artikel/hantaran-mas-kahwin/dulang-hantaran
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/hantaran-untuk-lelaki
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/hantaran-kahwin-bajet
0	0	https://hellokahwin.com/artikel/ucapan-doa/skrip-pengacara-majlis-perkahwinan
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/barang-hantaran-berguna
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/adat-hantaran-ikut-keluarga
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/berapa-dulang-hantaran-tunang
2	4	https://hellokahwin.com/artikel/hantaran-mas-kahwin/hantaran-tunang-untuk-perempuan
0	0	https://hellokahwin.com/artikel/hantaran-mas-kahwin/tempat-beli-hantaran
0	0	https://hellokahwin.com/artikel/hantaran-mas-kahwin/persiapan-hantaran-kahwin
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/barang-hantaran-tunang
6	12	https://hellokahwin.com/artikel/hantaran-mas-kahwin/hantaran-wajib-atau-adat
2	4	https://hellokahwin.com/artikel/hantaran-mas-kahwin/adat-hantaran-berbeza-negeri
3	6	https://hellokahwin.com/artikel/hantaran-mas-kahwin/sirih-junjung
3	6	https://hellokahwin.com/artikel/pelamin-kad-cenderahati/bunga-telur
2	4	https://hellokahwin.com/artikel/pelamin-kad-cenderahati/contoh-kad-jemputan-kahwin
0	0	https://hellokahwin.com/artikel/sebelum-nikah/cincin-tunang
4	8	https://hellokahwin.com/artikel/ucapan-doa/doa-pengantin-baru
0	0	https://hellokahwin.com/artikel/venue-perancangan/bajet-kahwin
0	0	https://hellokahwin.com/artikel/nikah-undang-undang/rukun-nikah
0	0	https://hellokahwin.com/artikel/nikah-undang-undang/borang-nikah
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/apa-itu-mas-kahwin
1	2	https://hellokahwin.com/artikel/hantaran-mas-kahwin/mas-kahwin-kelantan-terengganu
0	0	https://hellokahwin.com/artikel/idea-dan-nasihat/wedding-planner-terbaik-di-malaysia
0	0	https://hellokahwin.com/artikel/hiasan-dekorasi/goodies-kahwin
0	0	https://hellokahwin.com/artikel/real-wedding/perkahwinan-taman-kebun-yang-minimalis-di-hulu-langat
0	0	https://hellokahwin.com/artikel/pantai-santai/perkahwinan-indah-di-laman-fajar-menyinsing-port-dickson
0	0	https://hellokahwin.com/artikel/real-wedding/yasaka-shrine
0	0	https://hellokahwin.com/artikel/idea-dan-nasihat/kursus-kahwin
0	0	https://hellokahwin.com/artikel/fotografi-videografi/lokasi-pre-wedding-photoshoot-terbaik
0	0	https://hellokahwin.com/artikel/idea-dan-nasihat/sewa-dewan-kahwin
0	0	https://hellokahwin.com/artikel/moden-kontemporari/sime-darby-convention-centre
0	0	https://hellokahwin.com/artikel/idea-dan-nasihat/garden-wedding
